Date/Time, City, State, Shape, Duration, Summary, Posted
2012-07-14T22:03:00Z, Zanesfield, OH, Circle, 10 minutes, 5 red balls of light flying in an arc formation in Logan County Ohio, 8/5/2012
2012-07-14T21:45:00Z, Brookville, OH, Light, 0:45, Four white lights moving into random formations seen above trees, 8/5/2012
2012-07-14T21:43:00Z, Springboro, OH, Formation, 5 minutes, "4 Glowing lights traveling in formation in the western sky in Springboro, Ohio", 8/5/2012
2012-07-13T22:00:00Z, Toledo, OH, Light, 1 hour, "Once again seeing star like objects traveling through the sky, some going south to N, others going north to S in the same path.", 8/5/2012
2012-07-13T22:00:00Z, Wapakoneta, OH, Fireball, minutes, Orange flying object in the sky, 8/5/2012
2012-07-13T10:30:00Z, Euclid, OH, Circle, 5 minutes, I've never seen anything like that before. 500 Lights On Object0: Yes, 8/5/2012
2012-07-12T22:20:00Z, Girard, OH, Oval, 3 minutes, Once in a lifetime, 8/5/2012
2012-07-12T03:12:00Z, Austintown, OH, Sphere, 10 seconds, "On the morning of 07-12-12 at exactly 0312 hours while working, I was looking up and into the southeast over Youngstown, Oh. and obsere", 8/5/2012
2012-07-12T00:00:00Z, Madison, OH, Sphere, 2 minutes, Strange object with red and white lights appears from behind my woods., 8/5/2012
2012-07-11T00:00:00Z, Valley View, OH, Light, 2 minutes, Red pulsating light moving south...., 8/5/2012
2012-07-10T18:30:00Z, Jackson Center, OH, Egg, 3 seconds, High speed disc, 9/24/2012
2012-07-07T22:20:00Z, Fairfield, OH, Fireball, 20 minutes, Orange orbs rise and hover before disappearing., 8/5/2012
2012-07-07T10:30:00Z, Parma, OH, Unknown, 20 minutes, A stange orange glow in the sky that was moving fast. that was the second night in a row we saw that. It wasnt moving like anything Ive, 8/5/2012
2012-07-06T23:00:00Z, Liberty Township, OH, Circle, 3 minutes, Orange small cirlces, 8/5/2012
2012-07-06T22:00:00Z, Pedro, OH, Formation, 10 minutes, 5 lights in formation, 8/5/2012
2012-07-05T23:00:00Z, Forest Park (Cincinnati), OH, Circle, 2-3 minutes, "Orange odd shaped ball, that just seemed to be coasting the sky. Not real high. And you could hear it above you.", 8/5/2012
2012-07-04T23:10:00Z, Bluffton, OH, Light, 30-40 seconds, One light catching up with another then shooting up and flying away, 8/5/2012
2012-07-04T23:05:00Z, Xenia, OH, Fireball, 2, "Fireball seen in Xenia, Ohio", 8/5/2012
2012-07-04T23:05:00Z, Xenia, OH, Fireball, 3, "Fireball seen in Xenia Ohio July 4, 2012", 8/5/2012
2012-07-04T23:00:00Z, Warren, OH, Other, 15 minutes, 7 bright objects flying by, 8/5/2012
2012-07-04T22:27:00Z, Geneva On Lake, OH, Fireball, 3-4 minutes, 3 fiery orange/red orbs over Geneva on Lake, 8/5/2012
2012-07-04T22:00:00Z, Austintown, OH, Other, 40 minutes, See above. It was really weird., 8/5/2012
2012-07-04T22:00:00Z, Painesville, OH, Light, 10 minutes, "Today on the 4th of July, my family and I spotted 4 floating lights. They bobbed in and out of vision but made no noises. There were al", 8/5/2012
2012-07-04T21:30:00Z, Barberton, OH, Circle, 1 minute, Six Red circles fallowing each other, 8/5/2012
2012-07-04T14:30:00Z, Cleveland, OH, Teardrop, 2 minutes?, Orbs/Teardrops Dropping Out of A Cloud Over Lake Erie, 8/5/2012
2012-07-04T03:00:00Z, Springfield, OH, Light, 1+ hours, Sporadically moving star, 7/4/2012
2012-07-02T23:00:00Z, Fairborn, OH, Flash, 1-2 seconds, Strange blue flash over WPAFB, 8/5/2012
2012-07-02T18:00:00Z, Akron, OH, Orb, 30 minutes, White light moving side to side for 30 minutes, 7/4/2012
2012-07-01T00:00:00Z, Cincinnati, OH, Disk, 15 to 20 minutes, "I, and a friend, and her date were outside and noticed a strange orange light in the sky. At first glance we thought it was a star. But", 8/5/2012
2012-06-30T23:00:00Z, Niles, OH, Changing, One minute, "Square box in shape color red to orange, shape changed from square to circle color red to yellow.", 7/4/2012
2012-06-30T23:00:00Z, Toledo, OH, Light, 30 minutes, Star like ufo, 7/4/2012
2012-06-30T11:00:00Z, I-80 (@ Rte. 11 exit), OH, Oval, 10 seconds, A bright oval light changed direction and landed by some trees and the lights went out., 11/21/2014
2012-06-27T23:00:00Z, Parma, OH, Fireball, 3 minutes, Red/orange ball of fire rising up then shooting across sky, 8/5/2012
2012-06-27T22:04:00Z, Brunswick, OH, Sphere, 2-3 min., "Bright and orange, sphere-like object, that appeared to increase in size but froze for 2min, then faded and eventually disappeared.", 7/4/2012
2012-06-25T23:00:00Z, Huron, OH, Light, 30 minutes, Five Red lights in linear formation seen over Lake Erie., 7/4/2012
2012-06-25T22:20:00Z, Toledo, OH, Light, 2 minutes, 2 Orange lights moving South, 7/4/2012
2012-06-24T23:22:00Z, Johnstown, OH, Fireball, 3-3 1/2 minutes, Bright Orange Ball of Light appeared suddenly, 8/5/2012
2012-06-23T22:30:00Z, North Royalton, OH, Fireball, ten minutes, "Firelight in the sky, approaching very fast then flaming out.", 7/4/2012
2012-06-23T22:30:00Z, Lima, OH, Fireball, 2 minutes, The power went out and it came from the south moving north. Seemed to circle around and come back. Moved very quickly. The just vanishe, 7/4/2012
2012-06-23T22:30:00Z, Ashtabula, OH, Light, 3 minutes, Very bright light moving south east, 7/4/2012
2012-06-23T21:58:00Z, Cincinnati, OH, Orb, 2-3 minutes, Two amber / orange orbs flying in night sky near Cincinnati on 6-23-12., 7/4/2012
2012-06-20T01:00:00Z, Plain City, OH, Triangle, 10 seconds, Fairly big orange transulsent triangular shaped object that was glowing and going very fast and it was silent, 5/15/2013
2012-06-18T21:50:00Z, Elyria, OH, Fireball, 1 minute, Red light like fireball over Elyria Ohio, 6/20/2012
2012-06-18T01:04:00Z, Loveland, OH, Light, 3 minutes, Floating crafts dancing with each other than leaving scene quickly., 6/20/2012
2012-06-17T21:45:00Z, Wilmington, OH, Unknown, 5 minutes, Linear Light Area in the Sky, 7/4/2012
2012-06-17T20:41:00Z, Xenia, OH, Rectangle, 3 minutes, I noticed none of these objects while filming and my gut tells me there was some external 'influence' which did so., 7/4/2012
2012-06-17T10:20:00Z, Richmond Heights, OH, Disk, , I was standing on my balcony at about 10:20 pm when I saw a bright light moving slowly. It started moving faster until I couldnt see it, 6/20/2012
2012-06-16T23:50:00Z, Andover, OH, Fireball, 1 minute, Bright orange fireball flies across the dark evening sky, 6/20/2012
2012-06-16T22:16:00Z, Wauseon, OH, Circle, 5 seconds, White light seen by 1 person, 6/20/2012
2012-06-16T22:01:00Z, Zanesville, OH, Fireball, 2 minutes, "Bright orange ""fireball"" seen at dusk by 2 in Zanesville, Ohio", 6/20/2012
2012-06-14T09:20:00Z, Westchester, OH, Rectangle, 3 minutes, Large billboard shaped dark grey rectangular shape hovering above the I-75 freeway., 6/14/2012
2012-06-13T23:00:00Z, Upper Sandusky, OH, Triangle, 6 minutes (approx.), Slow Moving - Potential Triangular shaped aircraft, 6/14/2012
2012-06-13T21:00:00Z, Columbus, OH, Oval, 15 seconds, "Odd, glowing oval sped across sky in 10-15 seconds.", 6/14/2012
2012-06-10T22:50:00Z, Lima, OH, Orb, 2 minutes, "Bright reddish orange orb shoots across sky with no sound at a high rate of speed at 10:30pm in Lima, oh.", 6/14/2012
2012-06-09T23:09:00Z, Akron, OH, Fireball, 2-5 minutes, "Fire ball, then triangle of 3, then several covering sky and spreading as they headed W or WNW.", 6/14/2012
2012-06-09T23:00:00Z, Akron, OH, Fireball, 15 minutes, Some something that was not explainable., 6/14/2012
2012-06-08T22:15:00Z, Zanesville, OH, Orb, 3 minutes, Glowing white orb in the sky. ((NUFORC Note: Possible sighting of the ISS?? PD)), 6/14/2012
2012-06-05T23:45:00Z, Mentor, OH, Circle, 3-4 minutes, Weird star behavior., 6/8/2012
2012-06-03T00:00:00Z, West Chester, OH, Light, 2 minutes, 9 Lights Seen, 6/5/2012
2012-05-28T03:00:00Z, Paris, OH, Light, 15 seconds, "Large light breaks into smaller lights over Paris, OH", 5/29/2012
2012-05-27T23:40:00Z, Pleasant Hill, OH, Light, 2 minutes, "Very fast and erratic light seen in the sky around Troy, OH.", 6/5/2012
2012-05-26T23:40:00Z, Springfield, OH, Fireball, 2 mins, "Floating fireball seen in Springfield, Ohio or Chinese Lantern?", 5/29/2012
2012-05-25T22:30:00Z, Fletcher, OH, Light, 2 minutes, "Red/white moving lights over Miami County, Ohio", 6/2/2013
2012-05-19T21:30:00Z, Fremont, OH, Fireball, 30 seconds, "2 bright orange fireballs seen 90 minutes apart, one with an apparent solid mass structure.", 5/29/2012
2012-05-19T02:00:00Z, Elyria, OH, Fireball, 40 minutes, "Unusual movement from a red flashing light sited over Elyria, Ohio (left of the Big Dipper)", 5/29/2012
2012-05-18T22:00:00Z, Worthington, OH, Cone, , White and red flashing lights almost in to each other than stopped for about 30 seconds then vanished., 5/29/2012
2012-05-13T15:00:00Z, Cleveland, OH, Triangle, 6-7 minutes, Triangular object with white cloudy fixed line triangular formation and bright shining prism light., 7/4/2012
2012-05-12T12:01:00Z, Cleveland, OH, Oval, :05, I was outside with my stepson around a firepit and we were about ready to call it a night and I saw a craft in the air which I thought, 5/13/2012
2012-05-11T20:35:00Z, Cleveland, OH, Oval, 2 1/2 minutes, At about 8:35 this evening i was standin outside and was lookin at the sky watching the jets fly by. there were 3 at the time. i notice, 5/13/2012
2012-05-10T22:30:00Z, Wooster, OH, Sphere, 27 minutes, Unexplained spherical object., 5/13/2012
2012-05-10T22:00:00Z, Berberton, OH, Oval, 2 hours, "Brightest craft with pulsating lights! ((NUFORC Note: Possible sighting of a ""twinkling"" star, we suspect. PD))", 5/29/2012
2012-05-10T10:00:00Z, Toledo, OH, Fireball, 2:00, Dripping sparks., 12/12/2014
2012-05-07T21:30:00Z, Delaware, OH, Circle, 2 minutes, Circle of lights in Ohio, 5/13/2012
2012-05-03T21:08:00Z, Boardman, OH, Fireball, 90 seconds, Huge Firey Orange light in the sky, 5/13/2012
2012-04-27T21:00:00Z, Tiffin, OH, Flash, 20 minutes, "In the parking lot waiting for a family member, saw these objects, got out of car and could not believe what I was seeing.", 5/13/2012
2012-04-19T19:00:00Z, Elyria, OH, Light, ongoing, "Strange, stationary, bright lights in Elyria, Ohio.", 5/13/2012
2012-04-18T12:00:00Z, Dayton, OH, Other, 3 minutes, Large peanut/dumbell shaped craft seen over Dayton OH., 8/30/2013
2012-04-16T04:00:00Z, Newark, OH, Light, 2 minutes, Red light (orb), 6/20/2012
2012-04-12T21:30:00Z, Parma, OH, Fireball, 3 minutes, "Orange illuminated fireball shaped object moving silently over Parma, Ohio", 5/13/2012
2012-04-12T19:00:00Z, Marion, OH, Unknown, 3-5 minutes, Extremely Loud Rumbling-Nothing In Site, 5/13/2012
2012-04-11T20:00:00Z, Cleveland, OH, Sphere, 30 seconds, I was returning home with my mother and sister one night in April. It was about 8:00 or 9:00 because I remember it being about 30 minut, 5/29/2012
2012-04-08T22:00:00Z, Columbus, OH, Oval, 15 minutes, Yellow and orange oval spheres three of them, 4/18/2012
2012-04-04T23:00:00Z, Norwalk, OH, Disk, 5 minutes, It was just sitting over a house with yellow red blue green flashing lights all going different speeds we stopped and watched for about, 4/18/2012
2012-04-03T19:15:00Z, Columbus, OH, Cylinder, 10 min, Bright white cigar/cylinder above columbus OH 4/03/2012 daytime sighting, 4/18/2012
2012-03-25T21:00:00Z, Geneva, OH, Formation, 4 minutes, "It was night time and we were coming home. Driving towards Ashtabula, Ohio. I looked to my left in some fields and saw about 20 gold", 4/18/2012
2012-03-21T22:00:00Z, Akron, OH, Fireball, 10 minutes, Three fireball-like objects crossed the sky from east to west in succession., 5/13/2012
2012-03-21T06:23:00Z, Avon, OH, Light, 5 seconds, "White light zoomed off to the west over Avon, OH", 5/13/2012
2012-03-19T19:30:00Z, Tiffin, OH, Rectangle, 1-2 minutes, "Dark square object with red light flying at a low altitude, high speed and no sound.", 5/13/2012
2012-03-16T21:00:00Z, Newark, OH, Circle, 5 mins, Reddish orange flaming ball., 5/13/2012
2012-03-16T20:30:00Z, Liberty Township, OH, Light, 15-20 minutes, I saw a light in they sky while driving to the store. I recorded it the best I could with my iPhone. I'm still unsure what this object, 5/13/2012
2012-03-14T23:20:00Z, Elyria, OH, Fireball, 1 min, Basically was out side having a smoke and was walking back to my side door to my home and noticed a fire ball object in the sky moving, 3/16/2012
2012-03-13T22:10:00Z, Shadyside, OH, Light, 60 seonds, White light being followed by a small plane, 3/16/2012
2012-03-13T01:26:00Z, Newark, OH, Circle, 3-4 minutes, White objects in group flying together., 3/13/2012
2012-03-13T01:00:00Z, Newark, OH, Circle, 4 Min, "10 Circular bright white objects over Newark, Ohio.", 3/13/2012
2012-03-12T21:45:00Z, Chillicothe, OH, Fireball, 30 Seconds, Two bright lights were flying in the air moving inbetween one another., 3/13/2012
2012-03-12T14:30:00Z, Maineville, OH, Circle, 20 seconds, "Black round craft, going from south to north, almost parallel with interstate I-71", 3/16/2012
2012-03-12T04:30:00Z, Salem, OH, Formation, 5 seconds, Salem Ohio 3-12-12 Dome shaped yellowish-white flying objects traveling northeast, 3/13/2012
2012-03-11T07:00:00Z, Maumee, OH, Orb, 10 minutes, "Two round flying objects one flashing, maumee Oh 7am.", 3/13/2012
2012-03-09T07:30:00Z, Medina, OH, Teardrop, 5:00, Silver bell with flames at bottom and silver metal frame with red bottom, 3/13/2012
2012-03-07T18:00:00Z, Cincinnati, OH, Circle, several hours, Object in sky round in shape hovering over Cincinnati Ohio for two days and nights. ((NUFORC Note: Jupiter and Venus. PD)), 3/13/2012
2012-03-02T19:30:00Z, Maumee, OH, Sphere, 15-20 mins, "Captured strange formation in sky on cellphone video, Maumee Oh", 3/13/2012
2012-02-25T00:20:00Z, Union, OH, Formation, 10 minutes, Red/orange Lights over Union Ohio with sound at first, 3/13/2012
2012-02-17T20:45:00Z, Columbus, OH, Fireball, 5 mins, 4 fireballs in the sky that disappear one at a time., 5/13/2012
2012-02-09T22:00:00Z, Hartville, OH, Triangle, 2 - 3 minutes, "Large triangular craft (size of com. jet), flat black, bright white lights on points, hovered/rotated 180 degrees & moved away slowly.", 3/13/2012
2012-02-06T19:42:00Z, Toledo, OH, Light, 5 seconds, "Bright sphere of white light above the Moon moving North, changed to point of light & disappeared while moving North in Eastern sky.", 2/10/2012
2012-02-06T19:00:00Z, Grove City, OH, Formation, 5 minutes, "Line formation of 5-6 blinking lights, rapidly changing formation until out of sight.", 3/13/2012
2012-02-06T08:40:00Z, Bucyrus (6 mi. SW of), OH, Light, approx. 15 sec, Bright star like light at 8:40 am in clear sky moving from southeast to northwest then disappeared, 2/10/2012
2012-02-06T01:30:00Z, Maineville, OH, Triangle, 4 minutes, "Strange Craft seen in middle of night, silent, that hovered a moment then flew away at incredible speed", 5/13/2012
2012-02-05T01:00:00Z, Grove City, OH, Light, 30 seconds, """Star"" zoomed across night sky at high speed. stopped and began acting like star again.", 2/10/2012
2012-02-04T21:00:00Z, Cortland, OH, Fireball, 4 mins, Bright red fireball streaking down the sky., 2/10/2012
2012-02-03T01:45:00Z, Kenton, OH, Light, 5 min, Zigzags and corkscrews with dead stops and sharp turns, 2/3/2012
2012-01-25T09:10:00Z, Boardman, OH, Fireball, 15 seconds, Fame in the Sky over Boardman ohio, 9/24/2012
2012-01-22T23:10:00Z, Cincinnati, OH, Fireball, 5 mins, 9 red fireball-like objects hovering in line formation up and down and at angles accelerating quickly and descending slowly., 1/24/2012
2012-01-20T23:00:00Z, Akron, OH, Chevron, SECONDS, I was in bed on a second floor this stealth-like craft with large white lights (not sure of how many or if there were red ones also) he, 3/13/2012
2012-01-17T18:00:00Z, Milford, OH, Other, 1 min, "I was driving home from work up SR 131 coming from Rt 50 in Milford. It was roughly 6:00pm. About a half mile up the road, I saw a br", 1/24/2012
2012-01-17T01:00:00Z, Ohio (rural), OH, Triangle, 1-2 minutes, "triangle UFO in rural Ohio January 17, 2012", 1/24/2012
2012-01-16T00:00:00Z, Hemlock, OH, Circle, , Yellowish/orange seen by six witnesses., 1/24/2012
2012-01-09T18:30:00Z, Columbus, OH, Triangle, 3 minutes, "Craft rotating in an arch with 3 bright, rapid blinking lights.", 1/12/2012
2012-01-07T16:00:00Z, Ashville, OH, Sphere, 10 seconds, "At 3:30 on January 7, 2012 I was hunting on my fathers farm just South of Ashville, Ohio. I was looking up at the sky and all of a su", 1/12/2012
2012-01-03T07:00:00Z, Ashtabula, OH, Rectangle, 3 minutes, As large as the mall it came from the south and went north it had no lights and no sound it was right over the 40/60 foot trees i seen, 8/5/2012
2012-01-01T19:50:00Z, North Canton, OH, Fireball, 15 minutes, 4 flame/ fireball shaped lights slowly passed over us while driving. Pulled over to get a good idea of how fast they were moving and to, 2/4/2013
2012-01-01T00:15:00Z, Loveland, OH, Light, 15 minutes, "Line of red/orange lights travel northeast, making no sound.", 1/12/2012
2012-01-01T00:00:00Z, Eastgate, OH, Orb, 10-15 minute, Three orange orbs over Eastgate Ohio, 3/13/2012
2011-12-22T18:57:00Z, Monroe, OH, Light, 13 minutes, Two Brilliant blue lights darting around with rapid speed., 1/12/2012
